source_row_id,vendor_id,pickup_at,dropoff_at,passenger_count,trip_distance,rate_code_id,store_and_fwd_flag,pickup_location_id,dropoff_location_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,cbd_congestion_fee
row-08276,"Creative Mobile Technologies, LLC",2025-01-24T06:19:47Z,2025-01-24T06:23:57Z,1.0,0.7,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Lenox Hill West),Credit card,6.5,2.5,0.5,1.5,0.0,1.0,12.0,2.5,0.0,0.0
row-08277,"Curb Mobility, LLC",2025-01-22T11:52:13Z,2025-01-22T12:01:24Z,1.0,1.37,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Upper East Side North),Cash,10.7,0.0,0.5,0.0,0.0,1.0,14.7,2.5,0.0,0.0
row-08278,"Curb Mobility, LLC",2025-01-08T12:51:20Z,2025-01-08T13:25:44Z,1.0,6.94,Standard rate,N,Queens (LaGuardia Airport),Queens (Forest Hills),Dispute,38.0,5.0,0.5,0.0,0.0,1.0,48.75,2.5,1.75,0.0
row-08279,"Curb Mobility, LLC",2025-01-19T11:32:08Z,2025-01-19T11:49:40Z,1.0,4.21,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Bloomingdale),Credit card,21.9,0.0,0.5,3.0,0.0,1.0,29.65,2.5,0.0,0.75
row-08280,"Creative Mobile Technologies, LLC",2025-01-20T23:28:09Z,2025-01-20T23:40:52Z,,3.2,Unknown Ratecode,,Manhattan (Midtown South),Manhattan (Two Bridges/Seward Park),Flex Fare trip,17.64,0.0,0.5,0.0,0.0,1.0,22.39,,,0.75
row-08281,"Curb Mobility, LLC",2025-01-04T13:57:55Z,2025-01-04T14:22:05Z,2.0,6.45,Standard rate,N,Manhattan (Central Park),Manhattan (Washington Heights South),Dispute,-32.4,0.0,-0.5,0.0,0.0,-1.0,-36.4,-2.5,0.0,0.0
row-08282,"Curb Mobility, LLC",2025-01-16T23:20:19Z,2025-01-16T23:55:06Z,2.0,8.74,Standard rate,N,Manhattan (Financial District South),Manhattan (Upper East Side North),Credit card,41.5,1.0,0.5,9.45,0.0,1.0,56.7,2.5,0.0,0.75
row-08283,"Curb Mobility, LLC",2025-01-17T16:39:45Z,2025-01-17T17:08:07Z,2.0,7.07,Standard rate,N,Manhattan (Sutton Place/Turtle Bay North),Manhattan (TriBeCa/Civic Center),Credit card,33.1,2.5,0.5,9.9,0.0,1.0,50.25,2.5,0.0,0.75
row-08284,"Curb Mobility, LLC",2025-01-30T13:27:44Z,2025-01-30T13:46:01Z,,2.42,Unknown Ratecode,,Manhattan (Union Sq),Manhattan (West Chelsea/Hudson Yards),Flex Fare trip,18.26,0.0,0.5,0.0,0.0,1.0,23.01,,,0.75
row-08285,"Curb Mobility, LLC",2025-01-23T03:20:09Z,2025-01-23T03:42:37Z,2.0,-2.5,Standard rate,N,Manhattan (Garment District),Manhattan (Battery Park City),Cash,25.4,1.0,0.5,0.0,0.0,1.0,31.15,2.5,0.0,0.75
row-08286,"Curb Mobility, LLC",2025-01-12T09:11:31Z,2025-01-12T09:16:42Z,1.0,0.8,Standard rate,N,Manhattan (Upper West Side South),Manhattan (Lincoln Square West),Credit card,7.2,0.0,0.5,2.24,0.0,1.0,13.44,2.5,0.0,0.0
row-08287,"Curb Mobility, LLC",2025-01-08T16:19:04Z,2025-01-08T16:23:31Z,2.0,0.68,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Upper East Side North),Credit card,6.5,2.5,0.5,2.6,0.0,1.0,15.6,2.5,0.0,0.0
row-08288,"Curb Mobility, LLC",2025-01-24T12:13:38Z,2025-01-24T12:37:12Z,1.0,8.98,Standard rate,N,Manhattan (Lenox Hill East),Queens (LaGuardia Airport),Credit card,38.0,5.0,0.5,10.79,6.94,1.0,64.73,2.5,0.0,0.0
row-08289,"Curb Mobility, LLC",2025-01-01T22:20:06Z,2025-01-01T22:26:12Z,1.0,0.72,Standard rate,N,Manhattan (Midtown North),Manhattan (Upper East Side South),Dispute,-7.2,-1.0,-0.5,0.0,0.0,-1.0,-12.2,-2.5,0.0,0.0
row-08290,"Creative Mobile Technologies, LLC",2025-01-27T19:46:30Z,2025-01-27T20:00:17Z,3.0,2.1,Standard rate,N,Manhattan (Midtown Center),Manhattan (Union Sq),Credit card,14.9,5.75,0.5,0.0,0.0,1.0,22.15,2.5,0.0,0.75
row-08291,"Curb Mobility, LLC",2025-01-04T23:57:34Z,2025-01-05T00:03:30Z,1.0,0.95,Standard rate,N,Manhattan (Midtown East),Manhattan (Murray Hill),Credit card,7.2,1.0,0.5,2.44,0.0,1.0,15.39,2.5,0.0,0.75
row-08292,"Curb Mobility, LLC",2025-01-24T14:00:52Z,2025-01-24T14:32:33Z,1.0,3.63,Standard rate,N,Manhattan (Lenox Hill East),Manhattan (Lincoln Square West),Credit card,27.5,0.0,0.5,6.3,0.0,1.0,37.8,2.5,0.0,0.0
row-08293,"Curb Mobility, LLC",2025-01-12T19:42:56Z,2025-01-12T19:59:32Z,,2.77,Unknown Ratecode,,Manhattan (Times Sq/Theatre District),Manhattan (Yorkville West),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,2.97,,,0.75
row-08294,"Curb Mobility, LLC",2025-01-28T21:06:20Z,2025-01-28T21:15:04Z,4.0,1.92,Standard rate,N,Manhattan (Murray Hill),Manhattan (West Village),Credit card,11.4,1.0,0.5,4.29,0.0,1.0,21.44,2.5,0.0,0.75
row-08295,"Curb Mobility, LLC",2025-01-04T16:51:57Z,2025-01-04T17:10:20Z,1.0,1.2,Standard rate,N,Manhattan (Midtown Center),Manhattan (Clinton East),Cash,16.3,0.0,0.5,0.0,0.0,1.0,20.3,2.5,0.0,0.0
row-08296,"Curb Mobility, LLC",2025-01-21T18:11:58Z,2025-01-21T18:22:28Z,1.0,1.79,Standard rate,N,Manhattan (Midtown Center),Manhattan (Gramercy),Credit card,11.4,2.5,0.5,3.36,0.0,1.0,22.01,2.5,0.0,0.75
row-08297,"Creative Mobile Technologies, LLC",2025-01-25T17:46:39Z,2025-01-25T17:50:20Z,1.0,0.4,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (West Chelsea/Hudson Yards),Credit card,5.1,3.25,0.5,10.0,0.0,1.0,19.85,2.5,0.0,0.75
row-08298,"Curb Mobility, LLC",2025-01-12T19:20:38Z,2025-01-12T19:25:50Z,1.0,0.8,Standard rate,N,Manhattan (Yorkville West),Manhattan (Lenox Hill East),Credit card,7.2,0.0,0.5,1.8,0.0,1.0,13.0,2.5,0.0,0.0
row-08299,"Curb Mobility, LLC",2025-01-20T08:55:36Z,2025-01-20T09:07:28Z,1.0,3.58,Standard rate,N,Manhattan (Manhattan Valley),Manhattan (Midtown East),Credit card,17.0,0.0,0.5,4.35,0.0,1.0,26.1,2.5,0.0,0.75
row-08300,"Creative Mobile Technologies, LLC",2025-01-21T20:27:36Z,2025-01-21T20:40:33Z,1.0,5.2,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Two Bridges/Seward Park),Credit card,21.9,4.25,0.5,5.55,0.0,1.0,33.2,2.5,0.0,0.75
row-08301,"Curb Mobility, LLC",2025-01-31T15:15:23Z,2025-01-31T15:50:37Z,3.0,8.32,Standard rate,N,Queens (LaGuardia Airport),Queens (South Jamaica),Credit card,39.4,5.0,0.5,9.53,0.0,1.0,57.18,0.0,1.75,0.0
row-08302,"Creative Mobile Technologies, LLC",2025-01-01T01:59:41Z,2025-01-01T02:15:53Z,1.0,2.6,Standard rate,N,Manhattan (Lenox Hill West),Manhattan (Gramercy),Credit card,14.9,3.5,0.5,4.0,0.0,1.0,23.9,2.5,0.0,0.0
row-08303,"Creative Mobile Technologies, LLC",2025-01-25T00:51:55Z,2025-01-25T01:04:17Z,,2.0,Unknown Ratecode,,Manhattan (West Village),Manhattan (Midtown South),Flex Fare trip,15.96,0.0,0.5,0.0,0.0,1.0,20.71,,,0.75
row-08304,"Curb Mobility, LLC",2025-01-09T08:59:52Z,2025-01-09T09:15:41Z,1.0,1.73,Standard rate,N,Manhattan (Midtown East),Manhattan (Lincoln Square East),No charge,-15.6,0.0,-0.5,0.0,0.0,-1.0,-20.35,-2.5,0.0,0.0
row-08305,"Curb Mobility, LLC",2025-01-21T15:20:11Z,2025-01-21T15:26:16Z,1.0,0.75,Standard rate,N,Manhattan (SoHo),Manhattan (TriBeCa/Civic Center),Credit card,7.9,0.0,0.5,2.53,0.0,1.0,15.18,2.5,0.0,0.75
row-08306,"Curb Mobility, LLC",2025-01-24T10:46:01Z,2025-01-24T10:56:51Z,1.0,1.33,Standard rate,N,Manhattan (Murray Hill),Manhattan (Midtown North),Credit card,11.4,0.0,0.5,4.84,0.0,1.0,20.99,2.5,0.0,0.75
row-08307,"Curb Mobility, LLC",2025-01-18T02:15:00Z,2025-01-18T02:41:00Z,,9.99,Unknown Ratecode,,Manhattan (Chinatown),Manhattan (Central Harlem),Flex Fare trip,33.89,0.0,0.5,0.0,0.0,1.0,38.64,,,0.75
row-08308,"Creative Mobile Technologies, LLC",2025-01-08T19:47:27Z,2025-01-08T20:09:02Z,,2.9,Unknown Ratecode,,Manhattan (Sutton Place/Turtle Bay North),Manhattan (East Chelsea),Flex Fare trip,23.57,0.0,0.5,0.0,0.0,1.0,28.32,,,0.75
row-08309,"Creative Mobile Technologies, LLC",2025-01-14T09:26:49Z,2025-01-14T09:52:38Z,,3.7,Unknown Ratecode,,Manhattan (East Harlem South),Manhattan (Midtown East),Flex Fare trip,23.45,0.0,0.5,0.0,0.0,1.0,28.2,,,0.75
row-08310,"Creative Mobile Technologies, LLC",2025-01-12T00:07:45Z,2025-01-12T00:15:57Z,1.0,1.8,Standard rate,N,Manhattan (Clinton East),Manhattan (Upper West Side South),Credit card,10.0,4.25,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
row-08311,"Creative Mobile Technologies, LLC",2025-01-25T19:34:28Z,2025-01-25T19:41:50Z,1.0,1.0,Standard rate,N,Manhattan (Chinatown),Manhattan (Greenwich Village North),Credit card,7.9,3.25,0.5,3.8,0.0,1.0,16.45,2.5,0.0,0.75
row-08312,"Curb Mobility, LLC",2025-01-05T18:10:16Z,2025-01-05T18:42:47Z,1.0,9.14,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Midtown North),Credit card,43.6,5.0,0.5,13.78,0.0,1.0,68.88,2.5,1.75,0.75
row-08313,"Curb Mobility, LLC",2025-01-18T14:42:03Z,2025-01-18T14:56:44Z,1.0,2.12,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Midtown East),Credit card,14.9,0.0,0.5,2.95,0.0,1.0,22.6,2.5,0.0,0.75
row-08314,"Curb Mobility, LLC",2025-01-30T17:48:02Z,2025-01-30T17:56:06Z,2.0,0.95,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Yorkville West),Credit card,8.6,2.5,0.5,2.72,0.0,1.0,17.82,2.5,0.0,0.0
row-08315,"Curb Mobility, LLC",2025-01-10T19:40:35Z,2025-01-10T19:56:20Z,2.0,2.03,Standard rate,N,Manhattan (Midtown South),Manhattan (Lower East Side),Credit card,14.9,2.5,0.5,4.43,0.0,1.0,26.58,2.5,0.0,0.75
row-08316,"Curb Mobility, LLC",2025-01-04T00:36:34Z,2025-01-04T00:42:25Z,1.0,2.07,Standard rate,N,Manhattan (Gramercy),Manhattan (Lenox Hill West),Cash,10.0,1.0,0.5,0.0,0.0,1.0,15.0,2.5,0.0,0.0
row-08317,"Curb Mobility, LLC",2025-01-29T20:32:29Z,2025-01-29T20:53:47Z,,13.83,Unknown Ratecode,,Queens (South Ozone Park),Queens (Rockaway Park),Flex Fare trip,39.1,0.0,0.5,0.0,5.2,1.0,45.8,,,0.0
row-08318,"Creative Mobile Technologies, LLC",2025-01-02T16:15:43Z,2025-01-02T16:37:18Z,,4.1,Unknown Ratecode,,Manhattan (Garment District),Manhattan (Battery Park City),Flex Fare trip,21.2,2.5,0.5,8.31,0.0,1.0,36.01,,,0.0
row-08319,"Curb Mobility, LLC",2025-01-11T16:53:28Z,2025-01-11T17:18:12Z,1.0,10.22,Standard rate,N,Manhattan (Midtown South),Queens (LaGuardia Airport),Credit card,42.9,5.0,0.5,10.41,6.94,1.0,70.0,2.5,0.0,0.75
row-08320,"Curb Mobility, LLC",2025-01-08T11:31:36Z,2025-01-08T11:45:44Z,1.0,2.31,Standard rate,N,Manhattan (East Chelsea),Manhattan (Clinton West),Credit card,15.6,0.0,0.5,4.07,0.0,1.0,24.42,2.5,0.0,0.75
row-08321,"Curb Mobility, LLC",2025-01-19T13:28:16Z,2025-01-19T13:58:12Z,1.0,5.55,Standard rate,N,Manhattan (Central Harlem),Manhattan (Union Sq),Credit card,31.7,0.0,0.5,0.0,0.0,1.0,36.45,2.5,0.0,0.75
row-08322,"Curb Mobility, LLC",2025-01-22T20:24:58Z,2025-01-22T20:37:24Z,,1.79,Unknown Ratecode,,Manhattan (SoHo),Manhattan (Flatiron),Flex Fare trip,13.8,0.0,0.5,0.0,0.0,1.0,18.55,,,0.75
row-08323,"Curb Mobility, LLC",2025-01-31T18:23:53Z,2025-01-31T18:48:46Z,,0.0,Unknown Ratecode,,Manhattan (Clinton West),Manhattan (Little Italy/NoLiTa),Flex Fare trip,27.35,0.0,0.5,0.0,0.0,1.0,32.1,,,0.75
row-08324,"Creative Mobile Technologies, LLC",2025-01-30T18:20:54Z,2025-01-30T18:35:27Z,,2.1,Unknown Ratecode,,Manhattan (Union Sq),Manhattan (Lower East Side),Flex Fare trip,13.5,2.5,0.5,3.11,0.0,1.0,23.86,,,0.75
row-08325,"Curb Mobility, LLC",2025-01-02T09:35:55Z,2025-01-02T10:04:44Z,2.0,7.01,Standard rate,N,Manhattan (World Trade Center),Manhattan (Murray Hill),Dispute,35.9,0.0,0.5,0.0,0.0,1.0,39.9,2.5,0.0,0.0
row-08326,"Curb Mobility, LLC",2025-01-21T21:23:07Z,2025-01-21T21:39:40Z,,2.42,Unknown Ratecode,,Manhattan (Garment District),Manhattan (Upper West Side South),Flex Fare trip,16.68,0.0,0.5,0.0,0.0,1.0,21.43,,,0.75
row-08327,"Curb Mobility, LLC",2025-01-28T15:11:34Z,2025-01-28T15:24:10Z,2.0,1.11,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Midtown North),Dispute,-11.4,0.0,-0.5,0.0,0.0,-1.0,-16.15,-2.5,0.0,-0.75
row-08328,"Creative Mobile Technologies, LLC",2025-01-17T01:00:47Z,2025-01-17T01:46:26Z,1.0,8.3,Standard rate,Y,Manhattan (Midtown East),Queens (Woodside),Cash,46.4,4.25,0.5,0.0,0.0,1.0,52.15,2.5,0.0,0.75
row-08329,"Curb Mobility, LLC",2025-01-09T20:48:03Z,2025-01-09T20:58:29Z,,1.49,Unknown Ratecode,,Manhattan (Midtown North),Manhattan (Midtown Center),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,2.32,,,0.75
row-08330,"Curb Mobility, LLC",2025-01-08T20:45:46Z,2025-01-08T20:56:50Z,1.0,2.31,Standard rate,N,Manhattan (Meatpacking/West Village West),Manhattan (West Chelsea/Hudson Yards),Credit card,13.5,1.0,0.5,4.81,0.0,1.0,24.06,2.5,0.0,0.75
row-08331,"Curb Mobility, LLC",2025-01-28T00:26:02Z,2025-01-28T00:58:04Z,1.0,19.76,JFK,N,Queens (JFK Airport),Manhattan (East Harlem South),Credit card,70.0,0.0,0.5,10.42,6.94,1.0,90.61,0.0,1.75,0.0
row-08332,"Curb Mobility, LLC",2025-01-13T15:12:29Z,2025-01-13T15:18:59Z,1.0,0.6,Standard rate,N,Manhattan (Upper West Side South),Manhattan (Upper West Side South),Credit card,7.2,0.0,0.5,2.24,0.0,1.0,13.44,2.5,0.0,0.0
row-08333,"Curb Mobility, LLC",2025-01-09T20:10:11Z,2025-01-09T20:15:45Z,1.0,0.56,Standard rate,N,Manhattan (Greenwich Village South),Manhattan (West Village),Credit card,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75
row-08334,"Creative Mobile Technologies, LLC",2025-01-16T17:19:53Z,2025-01-16T17:27:14Z,1.0,1.1,Standard rate,N,Manhattan (Lenox Hill West),Manhattan (Yorkville East),Credit card,8.6,5.0,0.5,3.0,0.0,1.0,18.1,2.5,0.0,0.0
row-08335,"Curb Mobility, LLC",2025-01-25T15:53:20Z,2025-01-25T16:01:07Z,1.0,1.02,Standard rate,N,Manhattan (Greenwich Village South),Manhattan (Flatiron),Credit card,8.6,0.0,0.5,2.67,0.0,1.0,16.02,2.5,0.0,0.75
row-08336,"Curb Mobility, LLC",2025-01-15T11:31:19Z,2025-01-15T11:49:53Z,1.0,10.62,Standard rate,N,Manhattan (UN/Turtle Bay South),Queens (LaGuardia Airport),Cash,40.8,5.0,0.5,0.0,6.94,1.0,57.49,2.5,0.0,0.75
row-08337,"Creative Mobile Technologies, LLC",2025-01-04T21:27:55Z,2025-01-04T21:43:16Z,1.0,2.5,Standard rate,N,Manhattan (Clinton East),Manhattan (Greenwich Village North),Credit card,16.3,3.5,0.5,4.25,0.0,1.0,25.55,2.5,0.0,0.0
row-08338,"Curb Mobility, LLC",2025-01-23T23:05:47Z,2025-01-23T23:24:43Z,,4.77,Unknown Ratecode,,Manhattan (Clinton West),Manhattan (Seaport),Flex Fare trip,25.4,0.0,0.5,0.0,0.0,1.0,30.15,,,0.75
row-08339,"Curb Mobility, LLC",2025-01-26T14:27:23Z,2025-01-26T14:41:51Z,1.0,2.22,Standard rate,N,Manhattan (Central Park),Manhattan (Times Sq/Theatre District),Credit card,15.6,0.0,0.5,4.07,0.0,1.0,24.42,2.5,0.0,0.75
row-08340,Unknown Vendor,2025-01-14T09:17:13Z,2025-01-14T09:44:41Z,1.0,2.5,Null/Unknown,N,Brooklyn (East Williamsburg),Queens (Long Island City/Hunters Point),Credit card,20.5,0.0,0.5,0.0,0.0,0.0,21.0,0.0,0.0,0.0
row-08341,"Curb Mobility, LLC",2025-01-12T21:35:50Z,2025-01-12T21:55:36Z,1.0,10.95,Standard rate,N,Manhattan (Meatpacking/West Village West),Manhattan (Inwood Hill Park),Credit card,43.6,1.0,0.5,9.87,0.0,1.0,59.22,2.5,0.0,0.75
row-08342,"Curb Mobility, LLC",2025-01-16T23:48:32Z,2025-01-16T23:53:24Z,1.0,1.18,Standard rate,N,Manhattan (Greenwich Village South),Manhattan (Gramercy),Credit card,7.9,1.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75
row-08343,"Curb Mobility, LLC",2025-01-23T22:48:47Z,2025-01-23T23:05:36Z,3.0,2.93,Standard rate,N,Manhattan (Times Sq/Theatre District),Manhattan (East Village),Credit card,-15.0,1.0,0.5,4.69,0.0,1.0,-18.5,2.5,0.0,0.75
row-08344,"Curb Mobility, LLC",2025-01-12T15:26:45Z,2025-01-12T15:33:55Z,1.0,1.22,Standard rate,N,Manhattan (Garment District),Manhattan (Central Park),Credit card,-15.0,0.0,0.5,2.67,0.0,1.0,-18.5,2.5,0.0,0.75
row-08345,"Curb Mobility, LLC",2025-01-26T13:54:47Z,2025-01-26T13:58:19Z,1.0,0.67,Standard rate,N,Manhattan (Yorkville West),Manhattan (Yorkville West),Credit card,5.8,0.0,0.5,1.0,0.0,1.0,10.8,2.5,0.0,0.0
row-08346,"Curb Mobility, LLC",2025-01-07T14:20:11Z,2025-01-07T14:43:59Z,1.0,5.42,Standard rate,N,Manhattan (Kips Bay),Brooklyn (South Williamsburg),Cash,-15.0,0.0,-0.5,0.0,0.0,-1.0,-18.5,-2.5,0.0,0.0
row-08347,"Creative Mobile Technologies, LLC",2025-01-06T13:55:07Z,2025-01-06T14:02:53Z,1.0,1.1,Standard rate,N,Manhattan (Central Park),Manhattan (Upper East Side North),Credit card,8.6,2.5,0.5,2.5,0.0,1.0,15.1,2.5,0.0,0.0
row-08348,"Curb Mobility, LLC",2025-01-16T20:34:21Z,2025-01-16T20:46:54Z,1.0,1.88,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Lincoln Square East),Credit card,13.5,1.0,0.5,2.0,0.0,1.0,21.25,2.5,0.0,0.75
row-08349,"Curb Mobility, LLC",2025-01-16T06:48:14Z,2025-01-16T06:59:06Z,1.0,3.91,Standard rate,N,Manhattan (East Village),Manhattan (Yorkville West),Credit card,17.0,0.0,0.5,4.35,0.0,1.0,26.1,2.5,0.0,0.75
row-08350,"Curb Mobility, LLC",2025-01-25T02:19:49Z,2025-01-25T02:22:41Z,6.0,0.92,Standard rate,N,Manhattan (Midtown South),Manhattan (Union Sq),No charge,5.8,1.0,0.5,0.0,0.0,1.0,11.55,2.5,0.0,0.75
row-08351,"Creative Mobile Technologies, LLC",2025-01-07T22:05:24Z,2025-01-07T22:19:51Z,,1.9,Unknown Ratecode,,Manhattan (West Village),Manhattan (Garment District),Flex Fare trip,14.2,1.0,0.5,3.99,0.0,1.0,23.94,,,0.75
row-08352,"Curb Mobility, LLC",2025-01-21T05:54:44Z,2025-01-21T06:08:16Z,,3.45,Unknown Ratecode,,Manhattan (Clinton East),Manhattan (TriBeCa/Civic Center),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,4.49,,,0.75
row-08353,"Curb Mobility, LLC",2025-01-23T21:43:15Z,2025-01-23T21:54:36Z,1.0,2.24,Standard rate,N,Manhattan (Union Sq),Manhattan (Midtown North),Credit card,12.8,1.0,0.5,3.71,0.0,1.0,22.26,2.5,0.0,0.75
row-08354,"Curb Mobility, LLC",2025-01-22T15:34:00Z,2025-01-22T15:57:00Z,,3.37,Unknown Ratecode,,Manhattan (Upper West Side North),Manhattan (Central Harlem North),Flex Fare trip,-4.0,0.0,0.5,0.0,0.0,1.0,2.6,,,0.0
row-08355,"Curb Mobility, LLC",2025-01-09T13:09:23Z,2025-01-09T13:50:11Z,1.0,4.71,Standard rate,N,Manhattan (West Village),Manhattan (East Harlem South),Credit card,34.5,0.0,0.5,4.0,0.0,1.0,43.25,2.5,0.0,0.75
row-08356,"Curb Mobility, LLC",2025-01-25T15:03:27Z,2025-01-25T15:18:25Z,1.0,2.14,Standard rate,N,Manhattan (West Chelsea/Hudson Yards),Manhattan (West Village),Credit card,14.9,0.0,0.5,3.93,0.0,1.0,23.58,2.5,0.0,0.75
row-08357,"Curb Mobility, LLC",2025-01-01T15:06:30Z,2025-01-01T15:21:19Z,2.0,3.18,Standard rate,N,Manhattan (Battery Park City),Manhattan (East Chelsea),Credit card,18.4,0.0,0.5,4.48,0.0,1.0,26.88,2.5,0.0,0.0
row-08358,"Curb Mobility, LLC",2025-01-28T08:51:44Z,2025-01-28T09:12:58Z,1.0,2.27,Standard rate,N,Manhattan (Upper East Side South),Manhattan (East Harlem South),Credit card,19.8,0.0,0.5,1.0,0.0,1.0,25.55,2.5,0.0,0.75
row-08359,"Curb Mobility, LLC",2025-01-04T19:19:09Z,2025-01-04T19:24:41Z,1.0,0.67,Standard rate,N,Manhattan (Yorkville West),Manhattan (Lenox Hill West),Credit card,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0,0.0
row-08360,"Curb Mobility, LLC",2025-01-06T09:51:11Z,2025-01-06T10:06:24Z,1.0,1.31,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Garment District),Credit card,14.2,0.0,0.5,1.0,0.0,1.0,19.95,2.5,0.0,0.75
row-08361,"Curb Mobility, LLC",2025-01-19T17:38:03Z,2025-01-19T17:53:12Z,1.0,2.02,Standard rate,N,Manhattan (Murray Hill),Manhattan (Midtown North),Credit card,14.9,0.0,0.5,5.89,0.0,1.0,25.54,2.5,0.0,0.75
row-08362,"Curb Mobility, LLC",2025-01-10T17:29:20Z,2025-01-10T17:59:55Z,,0.02,Unknown Ratecode,,Bronx (Hunts Point),Manhattan (Central Harlem),Flex Fare trip,29.93,0.0,0.5,0.0,0.0,1.0,31.43,,,0.0
row-08363,"Creative Mobile Technologies, LLC",2025-01-02T13:32:51Z,2025-01-02T13:43:22Z,2.0,0.7,Standard rate,N,Manhattan (Yorkville East),Manhattan (Upper East Side North),Credit card,9.3,2.5,0.5,2.65,0.0,1.0,15.95,2.5,0.0,0.0
row-08364,"Curb Mobility, LLC",2025-01-11T17:58:18Z,2025-01-11T18:11:29Z,1.0,1.83,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Times Sq/Theatre District),Credit card,14.2,0.0,0.5,0.0,0.0,1.0,18.95,2.5,0.0,0.75
row-08365,"Curb Mobility, LLC",2025-01-30T23:02:17Z,2025-01-30T23:13:08Z,,1.77,Unknown Ratecode,,Manhattan (Bloomingdale),Manhattan (East Harlem North),Flex Fare trip,-1.5,0.0,0.5,0.0,0.0,1.0,1.0,,,0.0
row-08366,"Curb Mobility, LLC",2025-01-09T09:20:52Z,2025-01-09T09:26:13Z,1.0,1.01,Standard rate,N,Manhattan (Manhattan Valley),Manhattan (Upper West Side South),Credit card,7.9,0.0,0.5,3.1,0.0,1.0,15.0,2.5,0.0,0.0
row-08367,"Curb Mobility, LLC",2025-01-15T19:33:18Z,2025-01-15T19:44:22Z,1.0,1.27,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Midtown North),Credit card,11.4,2.5,0.5,3.73,0.0,1.0,22.38,2.5,0.0,0.75
row-08368,"Curb Mobility, LLC",2025-01-24T21:22:22Z,2025-01-24T21:31:24Z,,0.93,Unknown Ratecode,,Manhattan (Midtown Center),Manhattan (Times Sq/Theatre District),Flex Fare trip,8.28,0.0,0.5,0.0,0.0,1.0,13.03,,,0.75
row-08369,"Curb Mobility, LLC",2025-01-23T13:34:11Z,2025-01-23T13:50:40Z,1.0,4.59,Standard rate,N,Manhattan (TriBeCa/Civic Center),Manhattan (Kips Bay),Credit card,21.9,0.0,0.5,0.01,0.0,1.0,26.66,2.5,0.0,0.75
row-08370,"Curb Mobility, LLC",2025-01-16T10:17:20Z,2025-01-16T10:24:26Z,1.0,0.94,Standard rate,N,Manhattan (Yorkville East),Manhattan (Lenox Hill West),Credit card,7.9,0.0,0.5,1.19,0.0,1.0,13.09,2.5,0.0,0.0
row-08371,"Curb Mobility, LLC",2025-01-18T18:17:47Z,2025-01-18T18:29:28Z,1.0,1.41,Standard rate,N,Manhattan (World Trade Center),Manhattan (Little Italy/NoLiTa),Credit card,12.1,0.0,0.5,3.37,0.0,1.0,20.22,2.5,0.0,0.75
row-08372,"Curb Mobility, LLC",2025-01-12T14:40:34Z,2025-01-12T14:54:14Z,1.0,0.58,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Garment District),Credit card,12.1,0.0,0.5,6.3,0.0,1.0,23.15,2.5,0.0,0.75
row-08373,"Curb Mobility, LLC",2025-01-01T16:19:35Z,2025-01-01T16:29:26Z,1.0,1.65,Standard rate,N,Manhattan (Upper West Side South),Manhattan (Clinton West),Cash,11.4,0.0,0.5,0.0,0.0,1.0,15.4,2.5,0.0,0.0
row-08374,"Curb Mobility, LLC",2025-01-11T13:09:42Z,2025-01-11T13:17:50Z,1.0,0.99,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Times Sq/Theatre District),Credit card,9.3,0.0,0.5,1.95,0.0,1.0,16.0,2.5,0.0,0.75
row-08375,"Curb Mobility, LLC",2025-01-23T19:54:59Z,2025-01-23T20:37:43Z,1.0,26.63,Standard rate,N,Queens (JFK Airport),Brooklyn (Brooklyn Heights),Credit card,98.2,2.5,0.5,25.99,0.0,1.0,129.94,0.0,1.75,0.0
row-08376,"Curb Mobility, LLC",2025-01-23T13:44:03Z,2025-01-23T13:53:34Z,1.0,1.26,Standard rate,N,Manhattan (Greenwich Village South),Manhattan (Gramercy),Credit card,10.0,0.0,0.5,2.95,0.0,1.0,17.7,2.5,0.0,0.75
