payment_id,trip_id,customer_id,amount,currency,payment_method,payment_status,paid_at,transaction_ref,created_at
PAY000016122,e70dbaf6-f7a0-4998-a802-1c0df98f41da,CUS0001203,22.5,USD,CARD,PAID,2018-11-29 05:10:52,TXN-000000016122,2018-11-29 04:58:52
PAY000016123,ebaba48d-a172-4433-9c60-8775d63664be,CUS0005744,7.0,USD,WALLET,PAID,2018-12-18 11:39:14,TXN?123,2018-12-18 10:44:14
PAY000016124,679012f0-9ffd-4665-b49e-2dc899258595,CUS0001335,10.5,USD,WALLET,PAID,2018-12-02 00:44:00,TXN-000000016124,2018-12-01 23:22:00
PAY000016125,47650172-88e7-4b2e-950d-05c7333d4d0e,CUS0008364,16.5,USD,CASH,PAID,2018-11-27 02:30:22,TXN-000000016125,2018-11-27 02:35:22
PAY000016126,135665da-b93a-4eb7-8c10-24e494c39797,CUS0004202,,USD,WALLET,PENDING,,TXN-000000016126,2018-12-01 11:03:00
PAY000016127,7a81187f-60b0-4f32-bfd1-f838bb376833,CUS0001191,11.0,USD,CARD,PAID,2018-11-29 07:55:56,TXN-000000016127,2018-11-29 06:36:56
PAY000016128,d269d640-871e-4273-a428-8abef392e376,CUS0006527,9.5,USD,BANK_TRANSFER,PAID,2018-12-13 14:38:10,TXN-000000016128,2018-12-13 14:21:10
PAY000016129,02f97cee-36e6-43c5-974a-c2f71e0de4cc,CUS0003528,9.0,USD,CARD,PAID,2018-12-04 00:34:56,TXN-000000016129,2018-12-03 23:22:56
PAY000016130,6bb41449-02c4-4a0d-8e45-8e98e076e977,CUS0002049,,USD,WALLET,PENDING,,TXN-000000016130,2018-11-29 14:15:55
PAY000016131,e68de6cc-e884-43b2-9c34-ea3665397a6f,CUS0007931,8.0,USD,CARD,PAID,2018-12-16 07:34:03,TXN-000000016131,2018-12-16 05:53:03
PAY000016132,54cfe7e2-076f-45a9-9622-8319c985991c,CUS0007438,0.0,USD,CARD,CANCELLED,,TXN-000000016132,2018-12-10 02:28:42
PAY000016133,6dd98e6d-b113-46fa-8489-758bda724d9d,CUS0000285,8.5,USD,CARD,PAID,2018-11-27 22:44:24,TXN-000000016133,2018-11-27 21:08:24
PAY000016134,1bd479ae-d08d-44ad-a240-67da498cc260,CUS0003901,38.5,USD,CARD,PAID,2018-12-16 10:10:07,TXN-000000016134,2018-12-16 08:11:07
PAY000016135,c267a89b-9add-4037-8e8a-15990460713c,CUS0005156,22.5,USD,CARD,PAID,2018-11-27 05:02:22,TXN-000000016135,2018-11-27 03:36:22
PAY000016136,e57b341a-8a3f-453f-98cc-0719779a186c,CUS0005984,0.0,USD,CASH,CANCELLED,,TXN-000000016136,2018-12-17 02:47:05
PAY000016137,83f7700c-3c27-47c3-ad8c-145e905bf8b1,CUS0002877,20.5,USD,CARD,PAID,2018-12-17 20:36:13,TXN-000000016137,2018-12-17 19:19:13
PAY000016138,1eb29287-693d-4be3-8d95-5c32c26964a6,CUS0007759,13.5,USD,WALLET,PAID,2018-11-28 15:15:07,TXN-000000016138,2018-11-28 13:45:07
PAY000016139,d4f2c565-ea39-4b34-a425-a066b06e61e5,CUS0006092,23.0,USD,CASH,PAID,2018-12-02 17:56:00,TXN-000000016139,2018-12-02 17:40:00
PAY000016140,dbbe9364-58b1-4b91-93a3-239b9175c6ad,CUS0003201,5.0,USD,CASH,PAID,2018-12-01 03:30:12,TXN-000000016140,2018-12-01 01:57:12
PAY000016141,f9da6398-8155-448a-8390-949db95d2071,CUS0002683,12.5,USD,WALLET,PAID,2018-12-03 04:37:01,TXN-000000016141,2018-12-03 03:54:01
PAY000016142,d8d27e2c-47d4-4da6-836a-23d0e8b94c12,CUS0002785,14.0,USD,CARD,PAID,2018-12-18 07:10:08,TXN-000000016142,2018-12-18 06:27:08
PAY000016143,a90bcb8e-d8e2-4090-82f4-f5a5c85c57c1,CUS0008296,15.0,USD,CARD,PAID,2018-12-13 19:48:07,TXN-000000016143,2018-12-13 19:19:07
PAY000016144,16fa61a9-f3b9-483f-a425-f8b6b23eef4d,CUS0007295,9.0,USD,CARD,PAID,2018-11-28 21:21:07,TXN-000000016144,2018-11-28 21:19:07
PAY000016145,221ff158-18cf-407e-8d50-3fef5578d162,CUS0003546,16.0,USD,CARD,PAID,2018-12-02 06:46:04,TXN-000000016145,2018-12-02 06:00:04
PAY000016146,1ad86a12-3c20-4074-99e4-913507f3a69b,CUS0006022,,USD,WALLET,PENDING,,TXN-000000016146,2018-12-16 16:40:04
PAY000016147,286f9e2d-a4fb-4f08-a096-7b41a0da5bab,CUS0008351,65.0,USD,WALLET,PAID,2018-11-30 16:35:55,TXN-000000016147,2018-11-30 16:22:55
PAY000016148,b7c72088-b331-4dd9-8870-fbf153e9e1b5,CUS0002959,9.0,USD,CASH,PAID,2018-11-28 23:27:08,TXN-000000016148,2018-11-28 22:28:08
PAY000016149,bfc596e1-eb3d-45b0-80bd-9572cabc6e71,CUS0001799,3.5,USD,WALLET,PAID,2018-12-01 01:31:56,TXN-000000016149,2018-12-01 00:35:56
PAY000016150,96193568-1e0b-4ce1-b90d-8c337a192a31,CUS0005085,19.5,USD,CARD,PAID,2018-11-28 11:55:07,TXN-000000016150,2018-11-28 11:38:07
PAY000016151,7eb47b5c-eaa7-40c4-89ce-ac33b83820ec,CUS0007400,27.5,USD,WALLET,PAID,2018-12-14 19:43:15,TXN-000000016151,2018-12-14 18:35:15
PAY000016152,93df6eea-f377-45a6-9ea5-b981e3235e3c,CUS0002483,27.5,USD,WALLET,PAID,2018-11-27 08:21:23,TXN-000000016152,2018-11-27 08:12:23
PAY000016153,176b2ae8-4d62-4841-8656-aae524fd07e5,CUS0004771,9.0,USD,CARD,PAID,2018-12-13 14:37:08,TXN-000000016153,2018-12-13 13:07:08
PAY000016154,1e91944a-b29b-4b69-82a3-334ffda56d6b,CUS0005494,15.0,USD,WALLET,PAID,2018-12-03 07:50:00,TXN-000000016154,2018-12-03 06:06:00
PAY000016155,0a207334-4a08-495e-a523-f5611a01512a,CUS0003011,10.5,USD,CARD,PAID,2018-12-03 16:18:02,TXN-000000016155,2018-12-03 14:37:02
PAY000016156,6d2aa4e5-24b3-463d-bffd-2ea757f2f83f,CUS0004139,14.0,USD,WALLET,PAID,2018-12-15 19:19:10,TXN-000000016156,2018-12-15 18:36:10
PAY000016157,3a813368-f73d-43e6-b287-52bf62e70ef8,CUS0006346,26.5,USD,CASH,PAID,2018-11-30 07:41:55,TXN-000000016157,2018-11-30 07:41:55
PAY000016158,7f9bd38b-1576-4486-8006-17f40ef569bc,CUS0003766,,USD,CARD,PENDING,,TXN-000000016158,2018-11-27 20:14:22
PAY000016159,9e7f1339-7fb9-4ba8-9931-4d43e68973f0,CUS0005637,8.5,USD,CARD,PAID,2018-12-15 10:05:10,TXN-000000016159,2018-12-15 09:56:10
PAY000016160,0801947c-8c0d-4558-a0fd-39c153598762,CUS0006903,0.0,USD,WALLET,CANCELLED,,TXN-000000016160,2018-12-04 01:09:03
PAY000016161,4f62a9f3-b540-40f4-afc8-8f8c7ca3daca,CUS0001993,22.5,USD,WALLET,PAID,2018-11-28 10:50:36,TXN-000000016161,2018-11-28 09:47:36
PAY000016162,17a925c5-eed7-44bb-85a7-1a711a79e17d,CUS0006025,5.0,USD,CARD,PAID,2018-12-13 09:00:09,TXN-000000016162,2018-12-13 07:47:09
PAY000016163,624ce6e9-40f5-445e-b037-1718654d1e2d,CUS0008466,12.5,USD,CARD,PAID,2018-12-14 00:26:10,TXN-000000016163,2018-12-13 22:39:10
PAY000016164,e31d9db8-d9b2-48fa-8684-bbbd16a6c7f0,CUS0001598,0.0,USD,CARD,CANCELLED,,TXN-000000016164,2018-12-15 08:01:03
PAY000016165,93e0427a-503b-41a4-8337-3869c967e28a,CUS0004011,35.0,USD,WALLET,PAID,2018-11-27 07:58:22,TXN-000000016165,2018-11-27 07:25:22
PAY000016166,1a05788f-5df0-4e95-9b5c-1166382f0be1,CUS0005325,38.5,USD,CARD,PAID,2018-12-17 10:09:07,TXN-000000016166,2018-12-17 09:34:07
PAY000016167,af9fa535-fc12-40e1-86ee-13eacb5ce326,CUS0006709,16.5,USD,CARD,PAID,2018-11-30 17:31:01,TXN-000000016167,2018-11-30 16:53:01
PAY000016168,9efcf7cb-15e4-4ee0-a9e3-414fc032c63a,CUS0005521,19.5,USD,CARD,PAID,2018-12-13 06:16:12,TXN-000000016168,2018-12-13 05:03:12
PAY000016169,b953b59f-b31b-4adb-9014-bf41ec2111c6,CUS0002329,38.0,USD,CASH,PAID,2018-12-01 11:07:56,TXN-000000016169,2018-12-01 09:49:56
PAY000016170,4a8177cb-8667-4865-874c-34d37894b5ea,CUS0002338,7.0,USD,CASH,PAID,2018-11-26 12:03:10,TXN-000000016170,2018-11-26 11:33:10
PAY000016171,13091085-f0ad-40e1-a523-3472b7384030,CUS0008203,32.5,USD,CARD,PAID,2018-12-17 03:35:06,TXN-000000016171,2018-12-17 02:08:06
PAY000016172,f85f3f29-5092-42ab-914d-8fc2b6692fcb,CUS0008682,26.0,USD,CARD,PAID,2018-11-27 00:18:10,TXN-000000016172,2018-11-26 22:59:10
PAY000016173,4408e881-311c-4d04-acb8-daab5f11126f,CUS0002433,11.0,USD,BANK_TRANSFER,PAID,2018-12-13 16:35:06,TXN-000000016173,2018-12-13 16:36:06
PAY000016174,e3b0ed83-c15d-47bd-9f17-3af7d483412b,CUS0002937,8.0,USD,CARD,PAID,2018-12-01 17:35:02,TXN-000000016174,2018-12-01 16:07:02
PAY000016175,f3ac9040-0057-49a0-b3e8-02968bb060d3,CUS0006765,7.5,USD,CASH,PAID,2018-11-28 14:11:07,TXN-000000016175,2018-11-28 13:56:07
PAY000016176,25cd0f3b-696c-4a41-bd0e-5362621404e1,CUS0005778,0.0,USD,CARD,CANCELLED,,TXN-000000016176,2018-11-27 09:43:22
PAY000016177,b3ee3a99-4853-4c48-bd86-c4c58b361ca4,CUS0001217,18.5,USD,CARD,PAID,2018-11-26 12:19:10,TXN-000000016177,2018-11-26 10:52:10
PAY000016178,2f18ebf1-f41b-4522-9dca-6e062763755a,CUS0006536,11.5,USD,WALLET,PAID,2018-11-29 01:08:08,TXN-000000016178,2018-11-29 01:03:08
PAY000016179,983b230f-46c8-4998-a04d-eb3f16a6168f,CUS0000399,27.5,USD,CASH,PAID,2018-12-15 03:05:10,TXN-000000016179,2018-12-15 02:04:10
PAY000016180,a23d3509-5008-47f5-9313-72d4425b332d,CUS0000293,26.5,USD,CARD,PAID,2018-11-29 01:42:39,TXN-000000016180,2018-11-29 00:10:39
PAY000016181,e926b6c9-07b8-47f2-a5ff-1d8a72f20d36,CUS0004901,22.5,USD,WALLET,PAID,2018-12-13 17:00:16,TXN-000000016181,2018-12-13 17:08:16
PAY000016182,0409afeb-38b9-40c8-9e8c-388908130985,CUS0007524,16.5,USD,CARD,PAID,2018-11-30 04:54:03,TXN-000000016182,2018-11-30 04:44:03
PAY000016183,3033bb41-7a1f-4003-bcc6-de5ee3cee40b,CUS0007416,0.0,USD,CASH,CANCELLED,,TXN-000000016183,2018-11-27 22:01:22
PAY000016184,d870e184-13c7-4cf4-8a43-c7b302353281,CUS0008239,5.0,USD,CASH,PAID,2018-11-27 08:50:22,TXN-000000016184,2018-11-27 07:46:22
PAY000016185,46111d5c-ba10-4d21-a385-27c10b8cd027,CUS0000414,0.0,USD,CARD,CANCELLED,,TXN-000000016185,2018-11-28 10:26:07
PAY000016186,195b317b-d9a2-4de3-b7e7-e7f0bcdb0832,CUS0007541,16.5,USD,WALLET,PAID,2018-12-03 17:07:58,TXN-000000016186,2018-12-03 16:00:58
PAY000016187,f84175f5-5c78-4d4f-acf5-8ed4023cf616,CUS0004422,27.0,USD,CARD,PAID,2018-12-04 04:40:56,TXN-000000016187,2018-12-04 03:56:56
PAY000016188,5dad6dc9-6ae7-4303-b39d-20b01c523b40,CUS0002570,10.5,USD,WALLET,PAID,2018-11-28 21:52:07,TXN-000000016188,2018-11-28 20:34:07
PAY000016189,23d696fc-e2ca-4359-b190-b94f8ab626f9,CUS0003380,7.5,USD,WALLET,PAID,2018-11-29 01:22:08,TXN-000000016189,2018-11-28 23:32:08
PAY000016190,5fc76120-9a88-4f92-837c-20405d474921,CUS0008253,10.5,USD,CASH,PAID,2018-12-03 06:20:04,TXN-000000016190,2018-12-03 04:54:04
PAY000016191,c4b7a4d8-5d5b-4e53-a8e3-660d4d45ed44,CUS0001288,23.0,USD,CARD,PAID,2018-12-13 23:07:14,TXN-000000016191,2018-12-13 22:38:14
PAY000016192,9ade087e-2242-4dcf-9ef7-be1c8b27c4c9,CUS0001123,16.5,USD,CASH,PAID,2018-12-16 10:04:08,TXN-000000016192,2018-12-16 08:56:08
PAY000016193,6ed5b37a-1007-406b-93e2-640716854795,CUS0003306,,USD,CARD,PENDING,,TXN-000000016193,2018-11-26 04:42:37
PAY000016194,e5c3ff6d-98ac-47e2-90d1-f38d032cb4e0,CUS0005461,7.5,USD,CASH,PAID,2018-11-26 19:55:09,TXN-000000016194,2018-11-26 18:02:09
PAY000016195,08c3a98f-9ea4-49f0-b786-6489ccc36aae,CUS0000307,30.0,USD,CASH,PAID,2018-12-15 05:44:08,TXN-000000016195,2018-12-15 03:52:08
PAY000016196,c5b37376-49a4-4e89-be94-defc40de4b45,CUS0001342,7.0,USD,WALLET,PAID,2018-12-03 10:01:01,TXN-000000016196,2018-12-03 08:52:01
PAY000016197,ad5885a5-7da3-4eae-b1a1-eb51cae43cd8,CUS0001288,0.0,USD,WALLET,CANCELLED,,TXN-000000016197,2018-11-29 12:01:03
PAY000016198,2e76f105-448d-4f91-adac-8881902118c6,CUS0005791,27.5,USD,BANK_TRANSFER,PAID,2018-11-28 17:54:08,TXN-000000016198,2018-11-28 17:26:08
PAY000016199,4aa7310a-f9d0-4a27-bc3f-e070b5ac44d0,CUS0002939,13.5,USD,CARD,PAID,2018-11-28 19:32:08,TXN-000000016199,2018-11-28 18:43:08
PAY000016200,a3964018-8e14-443e-a852-cccb9420a31e,CUS0003557,22.5,USD,WALLET,PAID,2018-12-17 15:49:03,TXN-000000016200,2018-12-17 14:05:03
PAY000016201,d095b4f7-1f2f-4fb2-8328-289ed64995de,CUS0004347,14.5,USD,CARD,PAID,2018-12-16 11:57:04,TXN-000000016201,2018-12-16 10:29:04
PAY000016202,ba63d86e-4ec9-417d-8057-0e4994e6edee,CUS0007291,26.0,USD,CARD,PAID,2018-12-15 02:24:11,TXN-000000016202,2018-12-15 01:44:11
PAY000016203,595911b1-cc90-4f19-be62-602c0d9539ce,CUS0006582,10.5,USD,CARD,PAID,2018-11-26 19:28:09,TXN-000000016203,2018-11-26 19:27:09
PAY000016204,8dcbd62d-577f-4b32-91de-e92a65ccb4d7,CUS0008568,10.5,USD,CARD,PAID,2018-12-16 03:38:14,TXN-000000016204,2018-12-16 01:55:14
PAY000016205,ab978dfb-8962-4bc7-b1a9-ab2f922f1de9,CUS0001578,0.0,USD,CARD,CANCELLED,,TXN-000000016205,2018-12-01 22:49:05
PAY000016206,ec393309-0225-405a-b539-ce03b5f94db4,CUS0003852,32.5,USD,CARD,PAID,2018-12-18 00:18:06,TXN-000000016206,2018-12-18 00:14:06
PAY000016207,55184837-09ef-4cee-8afa-beb29ca2b93f,CUS0007609,,USD,CARD,PENDING,,TXN-000000016207,2018-11-29 04:06:20
PAY000016208,4c3364cb-2077-4f34-bfd4-f13258a2f762,CUS0001325,17.0,USD,CARD,PAID,2018-12-01 04:42:56,TXN-000000016208,2018-12-01 02:58:56
PAY000016209,c6a0461b-2d42-4580-885e-f540dd2c2ec3,CUS0005864,27.5,USD,CARD,PAID,2018-12-17 20:18:05,TXN-000000016209,2018-12-17 18:36:05
PAY000016210,3f150b15-0375-4dc8-b886-d028e6fe77a0,CUS0004474,17.5,USD,WALLET,PAID,2018-12-03 08:26:03,TXN-000000016210,2018-12-03 08:09:03
PAY000016211,4e35696a-61ea-4c75-a939-b70868ae6973,CUS0004418,8.5,USD,CASH,PAID,2018-12-16 03:26:10,TXN-000000016211,2018-12-16 03:06:10
PAY000016212,d7021b46-3277-43a5-b0c2-f221edd0c15d,CUS0003487,10.5,USD,CARD,PAID,2018-12-15 16:26:10,TXN-000000016212,2018-12-15 15:24:10
PAY000016213,5b91771f-0f35-4239-9395-39a4c161539a,CUS0001335,,USD,CASH,PENDING,,TXN-000000016213,2018-12-03 01:54:04
PAY000016214,6396b00f-efc3-4612-8e28-4e0c81cfbcaa,CUS0007653,26.5,USD,CARD,PAID,2018-12-03 14:12:59,TXN-000000016214,2018-12-03 13:31:59
PAY000016215,bb56ec5c-164f-4c50-988b-1f0bd33307d1,CUS0002814,,USD,CARD,PENDING,,TXN-000000016215,2018-12-03 08:10:00
PAY000016216,dcff3d99-bad8-462c-aed1-7669671fc377,CUS0001191,32.5,USD,CASH,PAID,2018-11-28 23:04:08,TXN-000000016216,2018-11-28 21:11:08
PAY000016217,929397a3-0803-4016-8772-f9d93033465d,CUS0006412,0.0,USD,CARD,CANCELLED,,TXN-000000016217,2018-12-01 16:25:09
PAY000016218,3aef0762-515b-4f22-b34d-001d59ba97fd,CUS0006435,0.0,USD,WALLET,CANCELLED,,TXN-000000016218,2018-12-03 07:04:56
PAY000016219,f6cdaed4-f76e-4107-82b4-37b52458f7e5,CUS0008889,27.5,USD,CASH,PAID,2018-12-15 18:30:10,TXN-000000016219,2018-12-15 17:48:10
PAY000016220,bc95404a-21b6-43a4-80b8-c1d734e8c85a,CUS0002322,22.5,USD,CARD,PAID,2018-12-02 09:58:58,TXN-000000016220,2018-12-02 08:23:58
PAY000016221,a4ac7240-2f39-46fd-ba45-6c36a6cb5250,CUS0005737,10.5,USD,CARD,PAID,2018-12-02 23:33:03,TXN-000000016221,2018-12-02 21:49:03
PAY000016222,89aaf538-8a42-4d3b-a21d-0474c752ef07,CUS0001391,5.0,USD,CARD,PAID,2018-12-02 15:43:56,TXN-000000016222,2018-12-02 14:18:56
PAY000016223,8302a771-408a-4d88-bf99-c10e2e1510eb,CUS0005114,0.0,USD,CASH,CANCELLED,,TXN-000000016223,2018-12-02 13:15:05
PAY000016224,f299da2b-3d60-463d-98ab-68e070db5415,CUS0000037,14.0,USD,CARD,PAID,2018-12-02 05:09:56,TXN-000000016224,2018-12-02 04:31:56
PAY000016225,58b360ab-df12-48d4-9ef9-d59427d182c7,CUS0005247,17.5,USD,WALLET,PAID,2018-12-17 21:35:06,TXN-000000016225,2018-12-17 19:44:06
PAY000016226,88a4920b-df82-4dad-af3f-c88afab096ec,CUS0007765,9.5,USD,CASH,PAID,2018-12-15 13:24:11,TXN-000000016226,2018-12-15 13:00:11
PAY000016227,4e5be4d8-8c83-4293-9719-31fe6c061a87,CUS0005756,9.0,USD,WALLET,PAID,2018-12-16 17:23:08,TXN-000000016227,2018-12-16 16:01:08
PAY000016228,286ca187-2562-4a39-be52-6833e7eaa78f,CUS0007399,0.0,USD,WALLET,CANCELLED,,TXN-000000016228,2018-12-16 13:17:04
PAY000016229,9b7c6973-0933-45d7-8514-1cb1fdfc5fa9,CUS0007719,0.0,USD,CARD,CANCELLED,,TXN-000000016229,2018-12-02 00:42:04
PAY000016230,62cf900e-9ab1-4555-bf40-e2aa15f510a1,CUS0004321,,USD,CASH,PENDING,,TXN-000000016230,2018-11-27 03:06:21
PAY000016231,99145f3f-a4a8-44cc-a649-74af55166783,CUS0008990,13.5,USD,CARD,PAID,2018-12-03 07:08:58,TXN-000000016231,2018-12-03 06:57:58
PAY000016232,6bd17cfa-f3cc-4575-b963-1070bcc6a3c3,CUS0006053,10.5,USD,CARD,PAID,2018-12-13 06:31:12,TXN-000000016232,2018-12-13 06:26:12
PAY000016233,c06b1f0f-f5fc-4688-abb7-d56529235b8d,CUS0006760,,USD,CARD,PENDING,,TXN-000000016233,2018-11-28 15:42:23
PAY000016234,69ab8cc0-1e8b-4912-b72b-1fce10c4390e,CUS0001337,9.5,USD,CARD,PAID,2018-12-01 08:50:01,TXN-000000016234,2018-12-01 07:56:01
PAY000016235,ccc4ed7e-01dd-4fac-bc91-c03700248137,CUS0006463,38.5,USD,CARD,PAID,2018-12-15 08:11:12,TXN-000000016235,2018-12-15 07:48:12
PAY000016236,a562035a-836f-4fd6-b396-6762567a6bfc,CUS0006470,5.5,USD,CARD,PAID,2018-11-27 15:10:22,TXN-000000016236,2018-11-27 13:49:22
PAY000016237,1675605f-c7ab-45b2-80e0-115bcff98f6d,CUS0006626,0.0,USD,WALLET,CANCELLED,,TXN-000000016237,2018-12-14 01:37:13
PAY000016238,dfc88328-e0d8-4450-b6ce-8e595c51ddf1,CUS0001335,0.0,USD,CARD,CANCELLED,,TXN-000000016238,2018-12-02 04:23:02
PAY000016239,7ab22e9f-666e-4220-a74a-1bb2075cd1f7,CUS0007304,10.0,USD,CARD,PAID,2018-11-26 18:01:11,TXN-000000016239,2018-11-26 16:33:11
PAY000016240,98e717ce-b2fd-4c54-9d9b-4fff15900be5,CUS0001253,9.0,USD,WALLET,PAID,2018-11-29 23:59:05,TXN-000000016240,2018-11-29 22:21:05
PAY000016241,4f248b03-e88c-4401-a63d-287528cd30f1,CUS0000895,0.0,USD,WALLET,CANCELLED,,TXN-000000016241,2018-11-26 09:55:09
PAY000016242,99901b64-e26d-45c2-9604-37158d828fa7,CUS0005812,6.5,USD,WALLET,PAID,2018-12-02 02:54:03,TXN-000000016242,2018-12-02 01:36:03
PAY000016243,a35c3374-2478-4048-a4a3-6b206fa7b845,CUS0002846,30.0,USD,CASH,PAID,2018-12-04 03:32:03,TXN-000000016243,2018-12-04 02:50:03
PAY000016244,4b1ace6f-6134-4759-b598-65608f8864a3,CUS0004285,33.0,USD,WALLET,PAID,2018-11-29 16:42:03,TXN-000000016244,2018-11-29 15:51:03
PAY000016245,5756a5d0-e156-4134-b548-6793b5ccaba7,CUS0002525,7.0,USD,WALLET,PAID,2018-12-04 02:22:57,TXN-000000016245,2018-12-04 01:36:57
PAY000016246,e833aafa-f451-42a8-979e-1fd7944f88e3,CUS0004249,16.5,USD,CARD,PAID,2018-11-27 06:21:22,TXN-000000016246,2018-11-27 05:43:22
PAY000016247,32a7a0b3-2ee3-4490-8d73-8ce2a4802082,CUS0000542,10.5,USD,CARD,PAID,2018-12-14 03:35:12,TXN-000000016247,2018-12-14 02:58:12
PAY000016248,783125cf-1b8e-4e38-b0a0-67f4c9f194db,CUS0008034,13.5,USD,CARD,PAID,2018-12-13 06:04:04,TXN-000000016248,2018-12-13 04:35:04
PAY000016249,0d983f92-2474-4476-940b-d4c8507f25b4,CUS0008714,26.0,USD,CARD,PAID,2018-11-29 01:34:42,TXN-000000016249,2018-11-29 00:31:42
PAY000016250,491d5d5d-f04d-4d47-81e6-5bbcb5b55dcd,CUS0000377,7.0,USD,CARD,PAID,2018-11-27 00:54:12,TXN-000000016250,2018-11-27 00:28:12
PAY000016251,3fe97d06-b3f2-478e-97e9-9187aa389988,CUS0001909,13.5,USD,WALLET,PAID,2018-11-28 15:54:26,TXN-000000016251,2018-11-28 13:59:26
PAY000016252,541d26aa-8e23-4250-9bc8-3c228aac1b28,CUS0004936,10.5,USD,CARD,PAID,2018-12-17 21:13:09,TXN-000000016252,2018-12-17 19:26:09
PAY000016253,eb712533-a286-4e0e-8df7-4706f8a142d7,CUS0002690,20.5,USD,CARD,PAID,2018-11-28 17:45:26,TXN-000000016253,2018-11-28 15:56:26
PAY000016254,a7cb6aa7-38c9-4e39-8862-9f494168bdf9,CUS0005136,20.5,USD,CARD,PAID,2018-12-16 11:15:12,TXN-000000016254,2018-12-16 09:53:12
PAY000016255,6c4fedbb-4e2a-4720-932f-551c1827a37a,CUS0000263,23.0,USD,WALLET,PAID,2018-11-27 21:44:23,TXN-000000016255,2018-11-27 21:13:23
PAY000016256,9db8caa6-3ace-4281-bb4f-2f4880c84385,CUS0004506,32.5,USD,CARD,PAID,2018-11-29 19:05:05,TXN-000000016256,2018-11-29 18:20:05
PAY000016257,f51276af-319a-4686-bab4-77390f506b31,CUS0005583,8.5,USD,WALLET,PAID,2018-12-16 12:45:07,TXN-000000016257,2018-12-16 12:14:07
PAY000016258,51efb475-1831-4d69-8279-cf6d9cbda8c3,CUS0007747,9.5,USD,CASH,PAID,2018-11-27 21:18:23,TXN-000000016258,2018-11-27 19:32:23
PAY000016259,67320b0a-0109-41a6-b737-ed8647d465f8,CUS0000356,5.0,USD,WALLET,PAID,2018-12-18 20:29:11,TXN-000000016259,2018-12-18 18:45:11
PAY000016260,205d1f21-28d7-436a-a515-e632b9d6fd34,CUS0001395,0.0,USD,CARD,CANCELLED,,TXN-000000016260,2018-12-13 15:09:15
PAY000016261,7dd9f981-6772-4f9d-bf75-355f0bae98f2,CUS0002294,26.0,USD,CARD,PAID,2018-12-13 20:43:09,TXN-000000016261,2018-12-13 20:03:09
PAY000016262,7ac190cf-128c-453a-a96e-5f9be7d4c621,CUS0002538,13.5,USD,CARD,PAID,2018-12-01 20:25:04,TXN-000000016262,2018-12-01 19:09:04
PAY000016263,ea00c3fe-8a89-4168-827e-da23cc3b02af,CUS0000391,10.5,USD,CASH,PAID,2018-12-02 17:09:04,TXN-000000016263,2018-12-02 15:57:04
PAY000016264,bc6b510a-6df9-4ce9-9d97-524b6a72f823,CUS0003561,27.5,USD,CARD,PAID,2018-11-29 03:25:40,TXN-000000016264,2018-11-29 01:38:40
PAY000016265,ef49e7c1-a635-4a12-b7d0-6214e8bb5f9e,CUS0006443,27.5,USD,WALLET,PAID,2018-11-27 06:01:23,TXN-000000016265,2018-11-27 05:40:23
PAY000016266,efbcba13-e895-4876-8659-669a2e4c86d0,CUS0005615,0.0,USD,WALLET,CANCELLED,,TXN-000000016266,2018-12-15 02:55:06
PAY000016267,62078ec3-bd05-45d9-aa73-71f95814748e,CUS0008235,10.5,USD,CARD,PAID,2018-11-29 16:26:59,TXN-000000016267,2018-11-29 14:37:59
PAY000016268,2705f2f2-55a1-43b8-91cf-c13397c7170a,CUS0004260,10.5,USD,CARD,PAID,2018-11-27 19:05:23,TXN-000000016268,2018-11-27 17:31:23
PAY000016269,71b4ecc1-ff6c-4dcc-b9d0-2d5703564e3a,CUS0004253,7.0,USD,CARD,PAID,2018-12-15 05:59:11,TXN-000000016269,2018-12-15 04:46:11
PAY000016270,1c969b4c-d0c7-4402-a216-ea247adfbb4a,CUS0006703,5.0,USD,CARD,PAID,2018-12-14 05:06:03,TXN-000000016270,2018-12-14 03:59:03
PAY000016271,0e4f57d9-8e91-4aec-996c-37ba0236ed78,CUS0008795,11.0,USD,WALLET,PAID,2018-11-30 21:49:10,TXN-000000016271,2018-11-30 20:02:10
PAY000016272,e41c8128-40be-4afd-9632-f983067bd6a5,CUS0008674,16.5,USD,CARD,PAID,2018-12-16 05:32:13,TXN-000000016272,2018-12-16 05:11:13
PAY000016273,385d7c7e-bc62-485f-a551-67aa3d531921,CUS0003521,38.0,USD,CASH,PAID,2018-11-28 14:35:07,TXN-000000016273,2018-11-28 13:09:07
PAY000016274,2decd8bb-c44e-4467-b2df-f7698fa061d5,CUS0000616,7.0,USD,CARD,PAID,2018-12-14 10:47:05,TXN-000000016274,2018-12-14 09:19:05
PAY000016275,aa953efe-31dd-4323-a5fa-f2d45d8935c0,CUS0001369,0.0,USD,CARD,CANCELLED,,TXN-000000016275,2018-12-03 07:12:56
PAY000016276,e2af94ba-ee1f-418c-871d-2ecee484a93e,CUS0000971,16.5,USD,CARD,PAID,2018-12-17 22:20:03,TXN-000000016276,2018-12-17 22:19:03
PAY000016277,37b3b9cf-4e16-448d-b724-f6593a13e713,CUS0008042,27.5,USD,CARD,PAID,2018-11-27 11:22:22,TXN-000000016277,2018-11-27 11:16:22
